unique_id,id,region,depth_m,depth_type,temperature,salinity,marine_life,description
9fa1bc35-535c-4f98-a660-96f1c7bcdf96,25,南海-西沙海域,750,深层,0.9,34.92,冷水珊瑚、深海管虫,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、深海管虫活动迹象。
0bd69d6d-1986-4a4b-8fdf-1acd81733b6c,26,南海-西沙海域,100,浅层,23.3,34.0,鹦嘴鱼、蝠鲼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
08cbb3bc-7143-4a05-a311-793633639365,27,印度洋-马尔代夫周边,15,表层,29.9,35.72,造礁珊瑚、小丑鱼,受暖流影响，此处受太阳辐射加热明显，不仅是造礁珊瑚、小丑鱼的重要生境，也是海洋碳循环关键区。
50891914-89e9-49ba-85be-614101027fe8,28,北冰洋-楚科奇海,100,浅层,-1.3,33.79,独角鲸、皇企鹅,受寒流/冰盖影响，此处混合层下部，不仅是独角鲸、皇企鹅的重要生境，也是海洋碳循环关键区。
51430c43-d952-423e-938f-b2d081eb45db,29,南极-威德尔海,150,中层,2.4,34.9,蝠鲼、黄鳍金枪鱼,受寒流/冰盖影响，此处处于主要温跃层区域，不仅是蝠鲼、黄鳍金枪鱼的重要生境，也是海洋碳循环关键区。
610d6c95-9a89-4da7-b4e7-4157810356f1,30,东海-黑潮路径,1000,深层,0.5,34.74,巨型乌贼、冷水珊瑚,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现巨型乌贼、冷水珊瑚活动迹象。
b141ba3c-203d-477a-9881-4bab0e831f6f,31,南海-西沙海域,4000,深层,3.1,34.84,吞噬鳗、巨型乌贼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
90b695b8-7f6a-4b93-bef6-42ba52303373,32,南海-西沙海域,2000,深层,3.4,34.87,吞噬鳗、冷水珊瑚,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现吞噬鳗、冷水珊瑚活动迹象。
0b320bff-0a58-4353-ba56-a31592b37182,33,南海-南沙海域,80,浅层,21.3,33.75,飞鱼、绿海龟,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
987fda5f-5e32-4c8b-a7ca-840a5b1ca9d5,34,太平洋-赤道暖流区,50,浅层,21.2,34.28,长棘海星、蝠鲼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
cb936141-e74c-4c18-9a3a-ef8e46be31ed,35,太平洋-赤道暖流区,5,表层,28.1,34.21,长棘海星、造礁珊瑚,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现长棘海星、造礁珊瑚活动迹象。
b7ad3a93-7857-4cb7-9f47-d5c67fe518ae,36,南海-南沙海域,1000,深层,2.8,34.62,冷水珊瑚、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、深海琵琶鱼活动迹象。
ae423f9e-1e73-42a5-8293-412d0c334cda,37,太平洋-赤道暖流区,80,浅层,22.6,34.38,黄鳍金枪鱼、长棘海星,受暖流影响，此处混合层下部，不仅是黄鳍金枪鱼、长棘海星的重要生境，也是海洋碳循环关键区。
5960ce0c-524e-4f89-992f-182f4b26409e,38,南海-南沙海域,1,表层,29.1,35.62,鹦嘴鱼、绿海龟,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现鹦嘴鱼、绿海龟活动迹象。
0499d41c-e109-4271-87e0-275f898c936f,39,北冰洋-楚科奇海,4000,深层,3.5,34.88,冷水珊瑚、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、巨型乌贼活动迹象。
a8cb0dad-c682-41a2-924c-1b306eadfe9a,40,南海-西沙海域,15,表层,27.5,34.91,造礁珊瑚、长棘海星,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现造礁珊瑚、长棘海星活动迹象。
bff14547-bc88-4382-b154-14bfee2f72df,41,白令海峡-冷水团,300,中层,1.2,35.42,旗鱼、巨型乌贼,受寒流/冰盖影响，此处处于主要温跃层区域，不仅是旗鱼、巨型乌贼的重要生境，也是海洋碳循环关键区。
9e43f088-40c7-4cae-a466-a23d3016ab0f,42,南极-威德尔海,4000,深层,3.3,34.79,巨型乌贼、吞噬鳗,受寒流/冰盖影响，此处具有典型深海高压低温特征，不仅是巨型乌贼、吞噬鳗的重要生境，也是海洋碳循环关键区。
fd8e6b3e-0c3e-47be-b45b-ac976c8b8cd0,43,南海-西沙海域,80,浅层,20.9,35.47,绿海龟、蝠鲼,监测显示该区域混合层下部，水体物理性质波动较小，发现绿海龟、蝠鲼活动迹象。
9fc6f0c0-fe6b-437c-9df0-fb134744ce04,44,太平洋-赤道暖流区,5,表层,30.0,34.72,长棘海星、小丑鱼,受暖流影响，此处受太阳辐射加热明显，不仅是长棘海星、小丑鱼的重要生境，也是海洋碳循环关键区。
48e07722-928a-4f02-a36b-8335fa0b0284,45,太平洋-赤道暖流区,150,中层,10.6,35.29,吞噬鳗、深海管虫,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现吞噬鳗、深海管虫活动迹象。
91389f2c-92e2-4a74-bf0f-10e52fd28a8f,46,东海-黑潮路径,80,浅层,25.7,33.88,长棘海星、小丑鱼,受暖流影响，此处混合层下部，不仅是长棘海星、小丑鱼的重要生境，也是海洋碳循环关键区。
52116ca2-6e20-4f09-aaaf-12a1a147ad5d,47,南海-南沙海域,1000,深层,2.9,34.6,吞噬鳗、巨型乌贼,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、巨型乌贼的重要生境，也是海洋碳循环关键区。
32c68c42-0867-472a-b7da-9a455a9d5e52,48,北大西洋-拉布拉多寒流,30,浅层,-0.3,34.75,南极磷虾、独角鲸,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
6cb6c572-bb79-40e1-bee7-1681ce0c4108,49,印度洋-马尔代夫周边,100,浅层,20.4,35.32,造礁珊瑚、蝠鲼,监测显示该区域混合层下部，水体物理性质波动较小，发现造礁珊瑚、蝠鲼活动迹象。
ab0f4d09-c630-492f-abdc-4d1b243abac9,50,太平洋-赤道暖流区,10,表层,31.0,34.17,绿海龟、鹦嘴鱼,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现绿海龟、鹦嘴鱼活动迹象。
dfb6a067-2859-4901-9551-f59fe74edaa8,51,南海-南沙海域,750,深层,4.0,34.67,深海琵琶鱼、吞噬鳗,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、吞噬鳗活动迹象。
1ddd5721-db7f-4673-a25f-97d2bdb3f4b6,52,白令海峡-冷水团,15,表层,2.9,32.75,独角鲸、皇企鹅,该点位处于表层环境，光照条件为强光照(极昼)或缺乏(极夜)，生态系统活跃。
7fb30cae-8e0f-4b3e-b078-0956a0ad273f,53,南海-南沙海域,750,深层,2.0,34.82,吞噬鳗、深海管虫,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、深海管虫的重要生境，也是海洋碳循环关键区。
d1d0be70-482a-4f0e-8f50-5e7f3d344b3e,54,大西洋-墨西哥湾流,750,深层,3.3,34.93,深海管虫、深海琵琶鱼,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
71666097-1054-42fa-86fc-0960d5ca793d,55,东海-黑潮路径,2000,深层,3.7,34.88,吞噬鳗、巨型乌贼,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、巨型乌贼的重要生境，也是海洋碳循环关键区。
2a1c40f1-adc5-4aa0-89ea-54d98594b3a1,56,太平洋-赤道暖流区,750,深层,3.0,34.84,吞噬鳗、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现吞噬鳗、深海琵琶鱼活动迹象。
877039e9-3edc-4684-9e7b-530361a1199b,57,南海-南沙海域,300,中层,14.3,34.6,吞噬鳗、深海管虫,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
c9c97b5d-f35f-4716-848b-662379d5b3b4,58,东海-黑潮路径,100,浅层,24.5,34.49,造礁珊瑚、旗鱼,受暖流影响，此处混合层下部，不仅是造礁珊瑚、旗鱼的重要生境，也是海洋碳循环关键区。
abdfc499-d4fd-4493-b612-ab836a3e55df,59,太平洋-赤道暖流区,1000,深层,3.8,34.78,深海管虫、吞噬鳗,受暖流影响，此处具有典型深海高压低温特征，不仅是深海管虫、吞噬鳗的重要生境，也是海洋碳循环关键区。
f5be3e35-3b8b-4561-9561-56dea76fd5e5,60,白令海峡-冷水团,2000,深层,2.6,34.96,冷水珊瑚、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现冷水珊瑚、巨型乌贼活动迹象。
d640070a-2f3d-4d1d-928d-18adf740be4b,61,南海-南沙海域,300,中层,10.3,34.29,巨型乌贼、黄鳍金枪鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
35eafc60-6951-4c94-960c-a54beb136da1,62,南海-南沙海域,150,中层,14.3,35.43,旗鱼、吞噬鳗,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
8109d4af-7a8b-43d4-8ce4-a01e3d9e8006,63,印度洋-马尔代夫周边,20,表层,20.8,34.89,绿海龟、小丑鱼,受暖流影响，此处混合层下部，不仅是绿海龟、小丑鱼的重要生境，也是海洋碳循环关键区。
0f7b58fb-6431-41d2-aa17-c149224c80e7,64,南海-南沙海域,20,表层,22.1,35.46,旗鱼、蝠鲼,受暖流影响，此处混合层下部，不仅是旗鱼、蝠鲼的重要生境，也是海洋碳循环关键区。
cf4b04bb-37c9-45d3-9c00-746b8d79a60d,65,南海-南沙海域,500,中层,11.7,34.25,黄鳍金枪鱼、冷水珊瑚,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现黄鳍金枪鱼、冷水珊瑚活动迹象。
bce41013-f081-423d-92e3-0729eaee5d0d,66,白令海峡-冷水团,5,表层,-0.4,33.82,皇企鹅、北极鳕鱼,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现皇企鹅、北极鳕鱼活动迹象。
fd1ca705-9244-40d4-9338-bae279edb622,67,太平洋-赤道暖流区,80,浅层,25.6,34.95,飞鱼、长棘海星,受暖流影响，此处混合层下部，不仅是飞鱼、长棘海星的重要生境，也是海洋碳循环关键区。
6a4f829d-7250-48eb-ba39-31a9a0935f4e,68,南海-西沙海域,5,表层,28.8,35.08,鹦嘴鱼、绿海龟,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
971750fc-a24a-4308-b759-fab03f80bddd,69,印度洋-马尔代夫周边,30,浅层,24.6,35.1,旗鱼、长棘海星,受暖流影响，此处混合层下部，不仅是旗鱼、长棘海星的重要生境，也是海洋碳循环关键区。
4f6a2dda-07fd-435e-b349-ef51c9447a3d,70,太平洋-赤道暖流区,750,深层,2.1,34.93,吞噬鳗、冷水珊瑚,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
4593552f-2ff3-4231-88d2-7474c4eca73b,71,太平洋-赤道暖流区,80,浅层,21.3,34.05,造礁珊瑚、长棘海星,受暖流影响，此处混合层下部，不仅是造礁珊瑚、长棘海星的重要生境，也是海洋碳循环关键区。
2b78c6c8-90b2-43ba-bbbc-1357576f68e5,72,南极-威德尔海,150,中层,2.0,35.35,黄鳍金枪鱼、飞鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
e08fbfdf-98cc-4635-860c-8a7d087715cf,73,大西洋-墨西哥湾流,150,中层,18.0,34.13,飞鱼、旗鱼,受暖流影响，此处处于主要温跃层区域，不仅是飞鱼、旗鱼的重要生境，也是海洋碳循环关键区。
cb874618-0908-4070-9d11-3a5e32c44555,74,东海-黑潮路径,750,深层,3.2,34.87,深海琵琶鱼、巨型乌贼,受暖流影响，此处具有典型深海高压低温特征，不仅是深海琵琶鱼、巨型乌贼的重要生境，也是海洋碳循环关键区。
d339e2dc-3e95-43fe-beb8-ef487b5ab46f,75,南海-西沙海域,100,浅层,25.9,34.97,蝠鲼、绿海龟,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
c83001b1-c502-4827-9ce8-558036479bb4,76,白令海峡-冷水团,15,表层,1.7,33.83,皇企鹅、独角鲸,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现皇企鹅、独角鲸活动迹象。
24f04d62-ee62-4f05-a7d3-058af05cccb8,77,太平洋-赤道暖流区,1,表层,27.9,35.91,长棘海星、绿海龟,受暖流影响，此处受太阳辐射加热明显，不仅是长棘海星、绿海龟的重要生境，也是海洋碳循环关键区。
c4253dde-540c-464a-9d85-dfe71552bdb6,78,南极-威德尔海,1,表层,-0.9,32.16,威德尔海豹、南极磷虾,受寒流/冰盖影响，此处受海冰消融影响显著，不仅是威德尔海豹、南极磷虾的重要生境，也是海洋碳循环关键区。
96091f4e-1bbd-4304-bb8b-d5a5a0e1e75f,79,印度洋-马尔代夫周边,5,表层,26.4,34.64,造礁珊瑚、绿海龟,受暖流影响，此处受太阳辐射加热明显，不仅是造礁珊瑚、绿海龟的重要生境，也是海洋碳循环关键区。
376cf2c2-f26c-4bbf-acba-a5a27bf44826,80,大西洋-墨西哥湾流,500,中层,10.8,34.45,旗鱼、深海管虫,受暖流影响，此处处于主要温跃层区域，不仅是旗鱼、深海管虫的重要生境，也是海洋碳循环关键区。
167f59db-b094-4c01-b9be-c7d3b1900e1b,81,北冰洋-楚科奇海,150,中层,-0.4,35.41,旗鱼、黄鳍金枪鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现旗鱼、黄鳍金枪鱼活动迹象。
c09a929e-dd68-4d04-95ee-9a3fb05504aa,82,太平洋-赤道暖流区,5,表层,26.1,35.71,小丑鱼、绿海龟,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现小丑鱼、绿海龟活动迹象。
6c5a3fb6-e9a3-40d3-97aa-1bd612464765,83,南海-南沙海域,100,浅层,22.1,35.45,绿海龟、蝠鲼,监测显示该区域混合层下部，水体物理性质波动较小，发现绿海龟、蝠鲼活动迹象。
1df20acd-f235-4c6b-81b6-09f61f6d7629,84,东海-黑潮路径,500,中层,9.6,34.88,巨型乌贼、深海琵琶鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、深海琵琶鱼活动迹象。
7613d47c-1360-4968-905d-c1fe058c21a1,85,太平洋-赤道暖流区,750,深层,1.8,34.78,吞噬鳗、深海琵琶鱼,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、深海琵琶鱼的重要生境，也是海洋碳循环关键区。
76efb87c-66bd-409f-ac38-b8b26438b292,86,东海-黑潮路径,2000,深层,1.7,34.72,吞噬鳗、冷水珊瑚,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
8795528c-e028-4bbc-afc7-2b78e1a6c4da,87,太平洋-赤道暖流区,4000,深层,2.0,34.89,吞噬鳗、冷水珊瑚,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、冷水珊瑚的重要生境，也是海洋碳循环关键区。
07c6886f-e28e-485f-a7b3-6a2a04115a9c,88,大西洋-墨西哥湾流,1000,深层,1.1,34.69,冷水珊瑚、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
72d8500e-04fe-4e06-89ee-1db606da5952,89,南极-威德尔海,30,浅层,-1.1,34.59,威德尔海豹、独角鲸,受寒流/冰盖影响，此处混合层下部，不仅是威德尔海豹、独角鲸的重要生境，也是海洋碳循环关键区。
92b304dc-fe74-4289-bf26-668dacd57b7e,90,南海-南沙海域,100,浅层,24.8,34.22,造礁珊瑚、旗鱼,监测显示该区域混合层下部，水体物理性质波动较小，发现造礁珊瑚、旗鱼活动迹象。
de65467b-51fb-45c6-af78-3022f2a68b61,91,东海-黑潮路径,500,中层,9.7,34.16,飞鱼、深海管虫,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
6bd8b7b3-dc4b-42e0-8cdf-5d4574c94637,92,南海-南沙海域,30,浅层,25.5,34.89,鹦嘴鱼、黄鳍金枪鱼,受暖流影响，此处混合层下部，不仅是鹦嘴鱼、黄鳍金枪鱼的重要生境，也是海洋碳循环关键区。
081d0c64-03f1-49c6-bd80-937b4a1b536e,93,北大西洋-拉布拉多寒流,750,深层,2.4,34.91,深海琵琶鱼、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
7b9149b4-f14c-4078-9920-796cf0725089,94,南海-南沙海域,1000,深层,3.0,34.76,深海管虫、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海管虫、深海琵琶鱼活动迹象。
c898806c-f1b1-4996-a6fe-41b168d79a9d,95,南海-西沙海域,80,浅层,23.1,35.35,绿海龟、飞鱼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
751673a7-79c0-41d7-be23-f9ba034965b9,96,印度洋-马尔代夫周边,500,中层,12.1,34.71,蝠鲼、深海琵琶鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现蝠鲼、深海琵琶鱼活动迹象。
4e2f07ee-915f-484f-ae2c-a569288ae811,97,南海-南沙海域,1000,深层,1.8,34.64,深海琵琶鱼、巨型乌贼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海琵琶鱼、巨型乌贼活动迹象。
df275cf2-c774-4b8e-82dd-269693fed98a,98,印度洋-马尔代夫周边,80,浅层,21.2,33.95,飞鱼、造礁珊瑚,受暖流影响，此处混合层下部，不仅是飞鱼、造礁珊瑚的重要生境，也是海洋碳循环关键区。
51e721a2-a21d-45f6-9538-7956c3ed2634,99,大西洋-墨西哥湾流,2000,深层,1.7,34.81,巨型乌贼、深海管虫,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
2b8022eb-28f4-49b0-803e-8e759ff6bf8c,100,南极-威德尔海,30,浅层,0.4,35.05,独角鲸、北极鳕鱼,该点位处于浅层环境，光照条件为光照减弱，生态系统波动较小。
a24d78e1-312e-4c6a-acab-4243029e56a4,101,大西洋-墨西哥湾流,300,中层,14.9,34.75,黄鳍金枪鱼、巨型乌贼,受暖流影响，此处处于主要温跃层区域，不仅是黄鳍金枪鱼、巨型乌贼的重要生境，也是海洋碳循环关键区。
8fb07d41-0142-48d0-a5e7-0361a309033d,102,南海-南沙海域,2000,深层,3.2,34.77,深海管虫、深海琵琶鱼,监测显示该区域具有典型深海高压低温特征，水体物理性质极度稳定，发现深海管虫、深海琵琶鱼活动迹象。
c2047a07-ef5d-4d18-8532-c8222c868821,103,南海-西沙海域,500,中层,8.3,34.25,旗鱼、冷水珊瑚,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现旗鱼、冷水珊瑚活动迹象。
c6fdf10a-c12a-4061-a889-1b4352e729d6,104,南海-西沙海域,500,中层,16.7,34.64,旗鱼、黄鳍金枪鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
c7229c81-5e6d-4f0f-983e-ade50ccae2c9,105,南海-南沙海域,2000,深层,2.0,34.6,深海管虫、冷水珊瑚,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
35208072-f2a1-4d5a-943d-3ffbe14af3dc,106,印度洋-马尔代夫周边,30,浅层,23.5,35.18,旗鱼、造礁珊瑚,监测显示该区域混合层下部，水体物理性质波动较小，发现旗鱼、造礁珊瑚活动迹象。
8430074c-2831-4bcd-aa84-56a66cc35d3c,107,印度洋-马尔代夫周边,500,中层,17.6,34.25,巨型乌贼、深海琵琶鱼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现巨型乌贼、深海琵琶鱼活动迹象。
1194e343-70ec-4cd1-b036-0a0a366b1338,108,北大西洋-拉布拉多寒流,15,表层,0.8,33.03,威德尔海豹、独角鲸,监测显示该区域受海冰消融影响显著，水体物理性质活跃，发现威德尔海豹、独角鲸活动迹象。
fe978b86-11aa-4c06-8bcb-5b6870486772,109,大西洋-墨西哥湾流,10,表层,28.8,35.55,小丑鱼、长棘海星,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现小丑鱼、长棘海星活动迹象。
4937f4c3-e702-44df-966f-19931a900874,110,南海-南沙海域,1,表层,27.8,35.22,鹦嘴鱼、小丑鱼,该点位处于表层环境，光照条件为强日光照射，生态系统活跃。
548fd02a-2e9f-4945-abd4-e2a53455b570,111,南海-南沙海域,300,中层,16.5,34.23,飞鱼、巨型乌贼,监测显示该区域处于主要温跃层区域，水体物理性质随深度变化显著，发现飞鱼、巨型乌贼活动迹象。
304ab62f-43dc-466f-aaa7-ba9b3a9ba532,112,东海-黑潮路径,1000,深层,3.6,34.63,吞噬鳗、深海管虫,受暖流影响，此处具有典型深海高压低温特征，不仅是吞噬鳗、深海管虫的重要生境，也是海洋碳循环关键区。
b3d89114-2bca-4488-9ba7-df871eb7d182,113,南海-西沙海域,750,深层,2.3,34.71,巨型乌贼、吞噬鳗,该点位处于深层环境，光照条件为完全无光，生态系统极度稳定。
1804b2d7-8c09-49a0-a0f3-3e5ef9b91ffc,114,南海-南沙海域,100,浅层,24.7,33.69,旗鱼、绿海龟,监测显示该区域混合层下部，水体物理性质波动较小，发现旗鱼、绿海龟活动迹象。
1e7dd07a-c10c-4d97-bf4f-29cecf79d9b4,115,大西洋-墨西哥湾流,2000,深层,1.5,34.87,深海琵琶鱼、深海管虫,受暖流影响，此处具有典型深海高压低温特征，不仅是深海琵琶鱼、深海管虫的重要生境，也是海洋碳循环关键区。
9095ef10-205f-496b-93b2-b35070f07697,116,太平洋-赤道暖流区,5,表层,31.0,34.79,造礁珊瑚、绿海龟,监测显示该区域受太阳辐射加热明显，水体物理性质活跃，发现造礁珊瑚、绿海龟活动迹象。
ab395723-852f-43d6-baa0-9951fb64b094,117,太平洋-赤道暖流区,150,中层,15.2,34.77,旗鱼、飞鱼,该点位处于中层环境，光照条件为微弱散射光，生态系统随深度变化显著。
